,Chembl id,IC50,unit,smiles,pIC50
997,CHEMBL4435233,4.95,nM,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCOCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,8.305394801
998,CHEMBL2437464,4.96,nM,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCCC5)cc4)nc32)c1,8.304518324
999,CHEMBL2032377,4.99,nM,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N(C)C)cc4OC)nc32)c1,8.301899454
1000,CHEMBL3655345,5,nM,CN(C)C/C=C/C(=O)N1Cc2sc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2C1,8.301029996
1001,CHEMBL4071463,5,nM,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cccc(F)c4)ccc23)c(OC)cc1N(C)CCN(C)C,8.301029996
1002,CHEMBL3758868,5,nM,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)c(OC)c1,8.301029996
1003,CHEMBL4079501,5,nM,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4ccncc4)ccc23)c(OC)cc1N(C)CCN(C)C,8.301029996
1004,CHEMBL80809,5,nM,CC(=O)NCCNCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,8.301029996
1005,CHEMBL399371,5,nM,CCOc1cc2ncnc(/C=C/CCc3ccccc3)c2cc1OCC,8.301029996
1006,CHEMBL4216679,5,nM,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,8.301029996
1007,CHEMBL3114687,5,nM,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN(CC)CC)CCO4)c1,8.301029996
1008,CHEMBL258282,5,nM,CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,8.301029996
1009,CHEMBL3676341,5,nM,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCCNC(C)=O,8.301029996
1010,CHEMBL3114686,5,nM,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCCCC2C)CCO4)c1,8.301029996
1011,CHEMBL3114701,5,nM,C#Cc1cccc(Nc2ncnc3cc4c(cc23)N(C(=O)/C=C/CN2CCC(C)CC2)CCO4)c1,8.301029996
1012,CHEMBL2087356,5,nM,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCOCOCCO4)c1,8.301029996
1013,CHEMBL475761,5,nM,CN1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4s3)o2)CC1,8.301029996
1014,CHEMBL3357655,5,nM,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)/C(F)=C\CN(C)C,8.301029996
1015,CHEMBL56802,5,nM,COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,8.301029996
1016,CHEMBL2087355,5,nM,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1,8.301029996
1017,CHEMBL3623282,5,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)CC1,8.301029996
1018,CHEMBL332882,5,nM,Nc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,8.301029996
1019,CHEMBL332612,5,nM,Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.301029996
1020,CHEMBL248392,5,nM,COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCOCC1,8.301029996
1021,CHEMBL310827,5,nM,Cc1c[nH]c2ccc(Nc3ncnc4cc(-c5ccccc5)sc34)cc12,8.301029996
1022,CHEMBL3741424,5,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)c4ccccc4OC(C)=O)c(OCCOC)cc23)c1,8.301029996
1023,CHEMBL3671499,5,nM,C=CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,8.301029996
1024,CHEMBL3671495,5,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C(F)F,8.301029996
1025,CHEMBL3758939,5,nM,C[C@@H](Nc1ncnc2sc(-c3cccc(C(N)=O)c3)cc12)c1ccccc1,8.301029996
1026,CHEMBL3922182,5,nM,C=CC(=O)N1CC[C@H](Oc2cc3c(Nc4ccc(OCc5ccccn5)c(Cl)c4)ncnc3cc2OC)C1,8.301029996
1027,CHEMBL4094927,5,nM,CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,8.301029996
1028,CHEMBL402294,5,nM,CCO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,8.301029996
1029,CHEMBL4441606,5,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1[S+]([O-])CCN(C)C,8.301029996
1030,CHEMBL77782,5,nM,CN(C)CCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1,8.301029996
1031,CHEMBL4558227,5,nM,C=CC(=O)Nc1cc(Nc2ncc(F)c(Nc3ccccc3P(C)(C)=O)n2)c(OC)cc1N(C)CCN(C)C,8.301029996
1032,CHEMBL3759929,5,nM,COc1ccc(CO)cc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.301029996
1033,CHEMBL4530170,5,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1nnnn1C,8.301029996
1034,CHEMBL3741473,5,nM,O=C(Nc1ccc(CN2CCCCC2)cc1)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,8.301029996
1035,CHEMBL3678954,5,nM,CC(C)n1c(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,8.301029996
1036,CHEMBL2178351,5,nM,CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,8.301029996
1037,CHEMBL4436695,5,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccc(OC)cc2)nn1,8.301029996
1038,CHEMBL2420866,5,nM,COc1ccc2c(c1)CCCN2c1nc(C)nc2ccccc12,8.301029996
1039,CHEMBL312818,5,nM,c1ccc(CCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2ccnc2)cc1,8.301029996
1040,CHEMBL1201179,5,nM,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,8.301029996
1041,CHEMBL3967836,5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC4CN(C(=O)OC(C)(C)C)C4)cc3OC)ncc2C(F)(F)F)c1,8.301029996
1042,CHEMBL5180839,5,nM,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(F)cc(C#Cc3ccc(CN4CCC(CO)CC4)cc3)cc2C1=O,8.301029996
1043,CHEMBL299893,5,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN(CCO)CCO,8.301029996
1044,CHEMBL197640,5,nM,CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c23)CC1,8.301029996
1045,CHEMBL56266,5,nM,CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.301029996
1046,CHEMBL3962343,5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(C)C)cc3OC)ncc2Cl)c1,8.301029996
1047,CHEMBL3759280,5,nM,COc1cc(C=O)ccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.301029996
1048,CHEMBL3758802,5,nM,C#Cc1cccc(Nc2ncnc3sc(-c4ccc(CO)cc4OC)cc23)c1,8.301029996
1049,CHEMBL5207479,5,nM,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(F)cc(C#Cc3ccc(CN4CCC(O)CC4)cc3)cc2C1=O,8.301029996
1050,CHEMBL3759022,5,nM,COc1cc(CO)ccc1-c1cc2c(NCc3ccccc3)ncnc2s1,8.301029996
1051,CHEMBL4168254,5,nM,CN(C)C/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1,8.301029996
1052,CHEMBL444619,5,nM,COc1cc(ON2CCC(C)CC2)c2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2c1,8.301029996
1053,CHEMBL3416625,5,nM,COc1ccccc1-c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.301029996
1054,CHEMBL5208065,5,nM,CN1CCN(c2ccc(-c3ccc4ccn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,8.301029996
1055,CHEMBL3814816,5.06,nM,S=C(NCCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(Cl)cc3)c2c1,8.295849483
1056,CHEMBL3542268,5.06,nM,OCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,8.295849483
1057,CHEMBL5076283,5.1,nM,C=CC(=O)Nc1cccc(-n2c(=O)c(-c3ccccc3)nc3cnc(Nc4ccc(OCCOC)cc4)nc32)c1,8.292429824
1058,CHEMBL4227701,5.1,nM,C=CC(=O)Nc1cc(Nc2ncc3nc(Nc4ccccc4)n(C(C)C)c3n2)c(OC)cc1N(C)CCN(C)C,8.292429824
1059,CHEMBL289162,5.1,nM,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,8.292429824
1060,CHEMBL2437463,5.12,nM,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCCCC5)cc4)nc32)c1,8.290730039
1061,CHEMBL5278657,5.2,nM,CCOC(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2OC)nc1-c1cn(C)c2ccccc12,8.283996656
1062,CHEMBL4290568,5.2,nM,C=C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,8.283996656
1063,CHEMBL4068839,5.3,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(OCc4ccccn4)c(Cl)c3)c3c(N)ncnc32)C1,8.27572413
1064,CHEMBL3622671,5.3,nM,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CN4CCCCC4)cc23)c1,8.27572413
1065,CHEMBL5272200,5.3,nM,COc1cc2ncnc(Nc3ccc(O[C@H]4CO[C@H]5[C@@H]4OC[C@@H]5O)c(Cl)c3)c2cc1OC,8.27572413
1066,CHEMBL3622650,5.3,nM,O=C(/C=C/CN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.27572413
1067,CHEMBL3933539,5.3,nM,COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3o2)cc1,8.27572413
1068,CHEMBL1243255,5.35,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC,8.271646218
1069,CHEMBL5291034,5.4,nM,C=CC(=O)N1CC[C@@H](n2nc(-c3cnc4ccccc4c3)c3c(N)ncnc32)C1,8.26760624
1070,CHEMBL2420867,5.4,nM,COc1ccc2c(c1)CCCN2c1nc(Cl)nc2ccccc12,8.26760624
1071,CHEMBL3763627,5.4,nM,COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)cc3)c2cc1OCCCN1CCOCC1,8.26760624
1072,CHEMBL4794998,5.4,nM,C=CC(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCc1cn(CCCC(=O)NO)nn1,8.26760624
1073,CHEMBL3897723,5.4,nM,COc1ccc(/C=C/C(=N/Nc2nncc3ccccc23)c2ccc(Cl)cc2)cc1,8.26760624
1074,CHEMBL126384,5.4,nM,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,8.26760624
1075,CHEMBL338215,5.4,nM,Cc1cccc(Nc2ncnc3cc(NCCCCN(C)C)ncc23)c1,8.26760624
1076,CHEMBL3622637,5.4,nM,COCCOc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,8.26760624
1077,CHEMBL3218346,5.4,nM,C=CC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1,8.26760624
1078,CHEMBL3699603,5.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)NC)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637311
1079,CHEMBL3699583,5.5,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2Cl)c1,8.259637311
1080,CHEMBL3699596,5.5,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637311
1081,CHEMBL3699622,5.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCS(=O)(=O)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637311
1082,CHEMBL3699581,5.5,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2C(F)(F)F)c1,8.259637311
1083,CHEMBL5188250,5.5,nM,CSc1nc(-c2cccc(NC(=O)c3cc(O)ccc3F)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,8.259637311
1084,CHEMBL3699586,5.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,8.259637311
1085,CHEMBL3699609,5.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CC)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637311
1086,CHEMBL3699584,5.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637311
1087,CHEMBL1643971,5.5,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCOCC4)cc3OC)ncc2Cl)c1,8.259637311
1088,CHEMBL3699587,5.5,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2Cl)c1,8.259637311
1089,CHEMBL3699602,5.5,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(S(N)(=O)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637311
1090,CHEMBL2048909,5.5,nM,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O,8.259637311
1091,CHEMBL3699613,5.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637311
1092,CHEMBL3699588,5.5,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637311
1093,CHEMBL3699611,5.5,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCOCC4)cc3OC)ncc2Cl)c1,8.259637311
1094,CHEMBL3699595,5.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCCN(C(=O)C(F)(F)F)CC4)cc3OC)ncc2C(F)(F)F)c1,8.259637311
1095,CHEMBL3622655,5.5,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C1CC1,8.259637311
1096,CHEMBL3699607,5.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC(F)(F)F)ncc2C(F)(F)F)c1,8.259637311
1097,CHEMBL3699617,5.5,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1,8.259637311
1098,CHEMBL3699615,5.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(S(C)(=O)=O)CC4)cc3OC)ncc2Cl)c1,8.259637311
1099,CHEMBL3357641,5.52,nM,CN(C)C/C=C(\F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.258060922
1100,CHEMBL3818563,5.52,nM,CCOc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1NC(=O)[C@@H]1COC(=O)N1,8.258060922
1101,CHEMBL1928291,5.54,nM,O=C(c1cc2ccccc2[nH]1)c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,8.256490235
1102,CHEMBL2437479,5.6,nM,C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(OC)cc4)nc32)c1,8.251811973
1103,CHEMBL5198314,5.6,nM,CCS(=O)(=O)n1cc(-c2nc(Nc3ccc(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc2Cl)c2ccccc21,8.251811973
1104,CHEMBL3622676,5.6,nM,C#Cc1cccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)/C=C/CNC4CC4)cc23)c1,8.251811973
1105,CHEMBL1873475,5.6,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,8.251811973
1106,CHEMBL4076854,5.6,nM,C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3cnc(SC)[nH]3)ccn2)c1,8.251811973
1107,CHEMBL3903713,5.6,nM,C(=C/c1ccccc1)\C(=N\Nc1nncc2ccccc12)c1ccccc1,8.251811973
1108,CHEMBL4563873,5.6,nM,COc1cc2ncnc(Nc3ccc(F)c(Br)c3)c2cc1OCCCN1CCNCCNCC1,8.251811973
1109,CHEMBL5081299,5.6,nM,COc1cc(N2CCOCC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,8.251811973
1110,CHEMBL341522,5.6,nM,Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,8.251811973
1111,CHEMBL5208416,5.681,nM,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3[nH]ccc23)CC1,8.245575211
1112,CHEMBL248393,5.7,nM,COc1cc2c(N[C@@H]3C[C@H]3c3ccccc3)c(C#N)cnc2cc1OCCCN1CCN(C)CC1,8.244125144
1113,CHEMBL4097795,5.7,nM,NP(=O)(OCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,8.244125144
1114,CHEMBL3765425,5.71,nM,COc1cc2ncnc(Nc3ccc(C(=O)NC45CC6CC(CC(C6)C4)C5)c(C#N)c3)c2cc1OCCCN1CCOCC1,8.243363892
1115,CHEMBL3219347,5.78,nM,C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccc(F)cc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.238072162
1116,CHEMBL5177378,5.8,nM,O=C(CCCCl)Nc1ccc2ncnc(Nc3ccc4[nH]ccc4c3)c2c1,8.236572006
1117,CHEMBL4582933,5.8,nM,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)CC1CCSS1,8.236572006
1118,CHEMBL53203,5.8,nM,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1,8.236572006
1119,CHEMBL5204270,5.8,nM,CN1CCC(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)cnc4c3)cc2)CC1,8.236572006
1120,CHEMBL3921816,5.8,nM,COc1cc(Nc2ncnc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc23)ccc1Oc1ccccc1,8.236572006
1121,CHEMBL4294743,5.8,nM,CCC(=O)N[C@H]1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)CC1,8.236572006
1122,CHEMBL3622629,5.8,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.236572006
1123,CHEMBL4521028,5.9,nM,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCOCCNC(=O)Cn1cnc([N+](=O)[O-])n1,8.229147988
1124,CHEMBL69071,5.9,nM,Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,8.229147988
1125,CHEMBL1928312,5.93,nM,COc1ccc2[nH]c(C(=O)c3cc4c(Nc5ccc(F)c(Cl)c5)ncnc4s3)cc2c1,8.226945307
1126,CHEMBL4087538,6,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4c(F)cccc34)n2)c(OC)cc1N(C)CCN(C)C,8.22184875
1127,CHEMBL3608434,6,nM,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(CC)nc3OC)c3ncn(C)c3n2)C[C@H]1F,8.22184875
1128,CHEMBL3608433,6,nM,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C4CCN(C)C4)nc3OC)c3ncn(C(C)C)c3n2)C[C@H]1F,8.22184875
1129,CHEMBL306315,6,nM,Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1,8.22184875
1130,CHEMBL3926558,6,nM,C=CC(=O)N1CC(Oc2cc3c(N[C@H](C)c4ccccc4)ncnc3cc2OC)C1,8.22184875
1131,CHEMBL471058,6,nM,CCc1nccn1Cc1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,8.22184875
1132,CHEMBL207815,6,nM,COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,8.22184875
1133,CHEMBL329856,6,nM,CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.22184875
1134,CHEMBL4088277,6,nM,C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cncc5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C,8.22184875
1135,CHEMBL3759780,6,nM,COc1cc(F)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1,8.22184875
1136,CHEMBL3914159,6,nM,C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)C1,8.22184875
1137,CHEMBL3954587,6,nM,C=CC(=O)N1CC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,8.22184875
1138,CHEMBL5208056,6,nM,O=C(Nc1nccs1)C(c1ncn2c1C[C@@H](F)C2)n1cc2c(Cl)cc(-c3ccc(N4CCOCC4)cc3)c(Cl)c2n1,8.22184875
1139,CHEMBL4087646,6,nM,NP(=O)(OCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,8.22184875
1140,CHEMBL7917,6,nM,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,8.22184875
1141,CHEMBL461795,6,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CC[C@@H](C(N)=O)C1,8.22184875
1142,CHEMBL4557772,6,nM,C=C(F)C(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,8.22184875
1143,CHEMBL3234750,6,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnc(Nc2ccccc2)nc1,8.22184875
1144,CHEMBL206955,6,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@@H]1C(N)=O,8.22184875
1145,CHEMBL3622648,6,nM,C#Cc1cccc(Nc2ncnc3cc(OC4CCOCC4)c(NC(=O)/C=C/CN(C)C)cc23)c1,8.22184875
1146,CHEMBL3647418,6,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@@H]1CCCN1,8.22184875
1147,CHEMBL4534592,6,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3cn(-c4cc(C(F)(F)F)cnc4C#N)nn3)c3c(N)ncnc32)C1,8.22184875
1148,CHEMBL3979610,6,nM,Fc1ccc(Nc2nncc3ccccc23)cc1,8.22184875
1149,CHEMBL5193772,6,nM,O=C(Nc1nccs1)C(c1ncn2c1CCC2)n1cc2c(F)cc(C#Cc3ccc(CN4CCC(O)CC4)cc3)cc2n1,8.22184875
1150,CHEMBL4515526,6,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccc(F)cc2)nn1,8.22184875
1151,CHEMBL3633151,6,nM,C=CC(=O)Nc1cccc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N(C)CCN(C)C)cc4OC)nc32)c1,8.22184875
1152,CHEMBL473438,6,nM,CCNCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)[nH]1,8.22184875
1153,CHEMBL3758471,6,nM,C[C@@H](Nc1ncnc2sc(-c3cccc(C=O)c3)cc12)c1ccccc1,8.22184875
1154,CHEMBL3671484,6,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)CN(C)C)CC1,8.22184875
1155,CHEMBL3932176,6,nM,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,8.22184875
1156,CHEMBL1645474,6,nM,NC1CCN(Cc2ccn3ncnc(Nc4cccc(Br)c4)c23)CC1,8.22184875
1157,CHEMBL118130,6,nM,Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,8.22184875
1158,CHEMBL2105719,6,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1.O,8.22184875
1159,CHEMBL56502,6,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)CN,8.22184875
1160,CHEMBL1173655,6,nM,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,8.22184875
1161,CHEMBL3759900,6,nM,COc1cc(C=O)ccc1-c1cc2c(NCc3ccccc3)ncnc2s1,8.22184875
1162,CHEMBL3963723,6,nM,CCC(=O)Nc1cc2c(Nc3ccc4[nH]ccc4c3)ncnc2cc1OC,8.22184875
1163,CHEMBL3898447,6,nM,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,8.22184875
